"X[[i]]"
"organic substance metabolic process"
"nitrogen compound metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"primary metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"organic substance metabolic process"
"small molecule metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"organic substance metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"nitrogen compound metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"primary metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"organic substance metabolic process"
"small molecule metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"organic substance metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"nitrogen compound metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"primary metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"organic substance metabolic process"
"small molecule metabolic process"
"nitrogen compound metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"organic substance metabolic process"
"nitrogen compound metabolic process"
"organic substance metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"organic substance metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"nitrogen compound metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"primary metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"organic substance metabolic process"
"small molecule metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"organic substance metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"nitrogen compound metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"primary metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"organic substance metabolic process"
"small molecule metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"nitrogen compound metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"primary metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"organic substance metabolic process"
"biosynthetic process"
"cellular metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"biosynthetic process"
"cellular metabolic process"
"cellular metabolic process"
"nitrogen compound metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"biosynthetic process"
"cellular metabolic process"
"cellular metabolic process"
"organic substance metabolic process"
"biosynthetic process"
"organic substance metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"organic substance metabolic process"
"biosynthetic process"
"organic substance metabolic process"
"biosynthetic process"
"cellular metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"nitrogen compound metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"biosynthetic process"
"cellular metabolic process"
"cellular metabolic process"
"nitrogen compound metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"organic substance metabolic process"
"nitrogen compound metabolic process"
"organic substance metabolic process"
"organic substance metabolic process"
"biosynthetic process"
"organic substance metabolic process"
"nitrogen compound metabolic process"
"organic substance metabolic process"
"biosynthetic process"
"organic substance metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"organic substance metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"nitrogen compound metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"primary metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"organic substance metabolic process"
"small molecule metabolic process"
"nitrogen compound metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"organic substance metabolic process"
"nitrogen compound metabolic process"
"organic substance metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"organic substance metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"nitrogen compound metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"primary metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"organic substance metabolic process"
"small molecule metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"organic substance metabolic process"
"organic substance metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"organic substance metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"nitrogen compound metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"primary metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"organic substance metabolic process"
"small molecule metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"organic substance metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"nitrogen compound metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"primary metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"organic substance metabolic process"
"small molecule metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"nitrogen compound metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"primary metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"organic substance metabolic process"
"biosynthetic process"
"cellular metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"biosynthetic process"
"cellular metabolic process"
"cellular metabolic process"
"nitrogen compound metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"biosynthetic process"
"cellular metabolic process"
"cellular metabolic process"
"organic substance metabolic process"
"biosynthetic process"
"organic substance metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"organic substance metabolic process"
"biosynthetic process"
"organic substance metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"organic substance metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"nitrogen compound metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"primary metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"organic substance metabolic process"
"small molecule metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"organic substance metabolic process"
"organic substance metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"organic substance metabolic process"
"organic substance metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"organic substance metabolic process"
"biosynthetic process"
"organic substance metabolic process"
"organic substance metabolic process"
"biosynthetic process"
"organic substance metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"organic substance metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"nitrogen compound metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"primary metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"organic substance metabolic process"
"small molecule metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"organic substance metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"nitrogen compound metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"primary metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"organic substance metabolic process"
"small molecule metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"organic substance metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"nitrogen compound metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"primary metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"organic substance metabolic process"
"small molecule metabolic process"
"nitrogen compound metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"organic substance metabolic process"
"nitrogen compound metabolic process"
"organic substance metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"organic substance metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"nitrogen compound metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"primary metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"organic substance metabolic process"
"small molecule metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"organic substance metabolic process"
"organic substance metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"nitrogen compound metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"primary metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"organic substance metabolic process"
"small molecule metabolic process"
"nitrogen compound metabolic process"
"organic substance metabolic process"
"organic substance metabolic process"
"nitrogen compound metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"organic substance metabolic process"
"nitrogen compound metabolic process"
"organic substance metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"nitrogen compound metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"primary metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"organic substance metabolic process"
"small molecule metabolic process"
"nitrogen compound metabolic process"
"organic substance metabolic process"
"organic substance metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"nitrogen compound metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"primary metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"organic substance metabolic process"
"small molecule metabolic process"
"nitrogen compound metabolic process"
"organic substance metabolic process"
"organic substance metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"nitrogen compound metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"primary metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"organic substance metabolic process"
"small molecule metabolic process"
"nitrogen compound metabolic process"
"organic substance metabolic process"
"organic substance metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"nitrogen compound metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"primary metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"organic substance metabolic process"
"biosynthetic process"
"cellular metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"biosynthetic process"
"cellular metabolic process"
"cellular metabolic process"
"nitrogen compound metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"biosynthetic process"
"cellular metabolic process"
"cellular metabolic process"
"organic substance metabolic process"
"biosynthetic process"
"organic substance metabolic process"
"biosynthetic process"
"small molecule metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"nitrogen compound metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"primary metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"organic substance metabolic process"
"small molecule metabolic process"
"nitrogen compound metabolic process"
"organic substance metabolic process"
"biosynthetic process"
"organic substance metabolic process"
"organic substance metabolic process"
"biosynthetic process"
"organic substance metabolic process"
"organic substance metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"nitrogen compound metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"primary metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"organic substance metabolic process"
"small molecule metabolic process"
"nitrogen compound metabolic process"
"organic substance metabolic process"
"organic substance metabolic process"
"nitrogen compound metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"organic substance metabolic process"
"nitrogen compound metabolic process"
"organic substance metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"nitrogen compound metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"primary metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"organic substance metabolic process"
"small molecule metabolic process"
"nitrogen compound metabolic process"
"organic substance metabolic process"
"organic substance metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"nitrogen compound metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"primary metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"organic substance metabolic process"
"small molecule metabolic process"
"nitrogen compound metabolic process"
"organic substance metabolic process"
"organic substance metabolic process"
"nitrogen compound metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"organic substance metabolic process"
"nitrogen compound metabolic process"
"organic substance metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"nitrogen compound metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"primary metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"organic substance metabolic process"
"small molecule metabolic process"
"nitrogen compound metabolic process"
"organic substance metabolic process"
"organic substance metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"nitrogen compound metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"primary metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"organic substance metabolic process"
"biosynthetic process"
"cellular metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"biosynthetic process"
"cellular metabolic process"
"cellular metabolic process"
"nitrogen compound metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"biosynthetic process"
"cellular metabolic process"
"cellular metabolic process"
"organic substance metabolic process"
"biosynthetic process"
"organic substance metabolic process"
"biosynthetic process"
"small molecule metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"nitrogen compound metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"primary metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"organic substance metabolic process"
"small molecule metabolic process"
"nitrogen compound metabolic process"
"organic substance metabolic process"
"biosynthetic process"
"organic substance metabolic process"
"organic substance metabolic process"
"biosynthetic process"
"organic substance metabolic process"
"organic substance metabolic process"
"biosynthetic process"
"cellular metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"nitrogen compound metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"biosynthetic process"
"cellular metabolic process"
"cellular metabolic process"
"nitrogen compound metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"organic substance metabolic process"
"nitrogen compound metabolic process"
"organic substance metabolic process"
"organic substance metabolic process"
"biosynthetic process"
"organic substance metabolic process"
"nitrogen compound metabolic process"
"organic substance metabolic process"
"biosynthetic process"
"organic substance metabolic process"
"organic substance metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"nitrogen compound metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"primary metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"organic substance metabolic process"
"organic substance metabolic process"
"organic substance metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"nitrogen compound metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"primary metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"organic substance metabolic process"
"organic substance metabolic process"
"organic substance metabolic process"
"biosynthetic process"
"organic substance metabolic process"
"biosynthetic process"
"cellular metabolic process"
"cellular metabolic process"
"organic substance metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"organic substance metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"nitrogen compound metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"primary metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"organic substance metabolic process"
"organic substance metabolic process"
"organic substance metabolic process"
"biosynthetic process"
"organic substance metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"nitrogen compound metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"primary metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"organic substance metabolic process"
"organic substance metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"nitrogen compound metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"primary metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"organic substance metabolic process"
"biosynthetic process"
"cellular metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"biosynthetic process"
"cellular metabolic process"
"cellular metabolic process"
"nitrogen compound metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"biosynthetic process"
"cellular metabolic process"
"cellular metabolic process"
"organic substance metabolic process"
"biosynthetic process"
"organic substance metabolic process"
"organic substance metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"nitrogen compound metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"primary metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"organic substance metabolic process"
"organic substance metabolic process"
"organic substance metabolic process"
"biosynthetic process"
"organic substance metabolic process"
"biosynthetic process"
"cellular metabolic process"
"cellular metabolic process"
"organic substance metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"organic substance metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"nitrogen compound metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"primary metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"organic substance metabolic process"
"organic substance metabolic process"
"organic substance metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"nitrogen compound metabolic process"
"cellular metabolic process"
"cellular metabolic process"
"primary metabolic process"
"cellular metabolic process"
"cellular metabolic process"
