ID,True_Label,Contig_Length,Assigned_TaxID,Predicted_Label
Bacteria_NZ_CP041372_2_length_321916_cov_62.354165,Bacteria,321916,526986,Bacteria
Bacteria_NZ_CP041372_3_length_290331_cov_61.918801,Bacteria,290331,2011012,Bacteria
Prophage_NZ_CP041372_5_length_213887_cov_61.915883,Viruses,213887,2011012,Bacteria
Bacteria_NZ_CP041372_8_length_148063_cov_61.995858,Bacteria,148063,2011012,Bacteria
Bacteria_NZ_CP041372_14_length_88353_cov_62.747333,Bacteria,88353,2011012,Bacteria
Bacteria_NZ_CP041372_4_length_230900_cov_63.895250,Bacteria,230900,398511,Bacteria
Bacteria_NZ_CP041372_7_length_179764_cov_61.988732,Bacteria,179764,398511,Bacteria
Bacteria_NZ_CP041372_9_length_127598_cov_61.014913,Bacteria,127598,580165,Bacteria
Bacteria_NZ_CP041372_10_length_123851_cov_62.603582,Bacteria,123851,1386,Bacteria
Bacteria_NZ_CP041372_12_length_105599_cov_61.936860,Bacteria,105599,1386,Bacteria
Bacteria_NZ_CP041372_17_length_71919_cov_61.314288,Bacteria,71919,1386,Bacteria
Bacteria_NZ_CP041372_19_length_59877_cov_62.214486,Bacteria,59877,1386,Bacteria
Bacteria_NZ_CP041372_23_length_57566_cov_64.353428,Bacteria,57566,1386,Bacteria
Bacteria_NZ_CP041372_25_length_52888_cov_61.326292,Bacteria,52888,1386,Bacteria
Bacteria_NZ_CP041372_11_length_112977_cov_62.101778,Bacteria,112977,1385,Bacteria
Bacteria_NZ_CP041372_36_length_21039_cov_64.219310,Bacteria,21039,1385,Bacteria
Bacteria_NZ_CP041372_13_length_95908_cov_61.892262,Bacteria,95908,1508404,Bacteria
Bacteria_NZ_CP041372_15_length_77188_cov_61.928565,Bacteria,77188,91061,Bacteria
Bacteria_NZ_CP041372_39_length_18223_cov_58.939124,Bacteria,18223,91061,Bacteria
Bacteria_NZ_CP041372_50_length_1477_cov_486.045710,Bacteria,1477,91061,Bacteria
Bacteria_NZ_CP041372_16_length_73002_cov_62.068365,Bacteria,73002,47880,Bacteria
Bacteria_NZ_CP041372_18_length_67225_cov_61.243814,Bacteria,67225,79883,Bacteria
Bacteria_NZ_CP041372_20_length_59788_cov_62.548106,Bacteria,59788,491915,Bacteria
Bacteria_NZ_CP041372_21_length_59358_cov_61.737349,Bacteria,59358,1396,Bacteria
Bacteria_NZ_CP041372_22_length_57573_cov_61.694078,Bacteria,57573,35841,Bacteria
Bacteria_NZ_CP041372_24_length_54279_cov_61.240244,Bacteria,54279,526973,Bacteria
Bacteria_NZ_CP041372_26_length_49618_cov_61.367956,Bacteria,49618,1783272,Bacteria
Bacteria_NZ_CP041372_29_length_31632_cov_125.788200,Bacteria,31632,1783272,Bacteria
Bacteria_NZ_CP041372_27_length_47196_cov_61.927685,Bacteria,47196,1505,Bacteria
Bacteria_NZ_CP041372_28_length_42582_cov_61.158981,Bacteria,42582,1581038,Bacteria
Bacteria_NZ_CP041372_30_length_28392_cov_63.820553,Bacteria,28392,199441,Bacteria
Bacteria_NZ_CP041372_31_length_26324_cov_60.976626,Bacteria,26324,796606,Bacteria
Bacteria_NZ_CP061476_29_length_2321_cov_177.833186,Bacteria,2321,796606,Bacteria
Bacteria_NZ_CP041372_32_length_26307_cov_59.939662,Bacteria,26307,1434107,Bacteria
Bacteria_NZ_CP041372_33_length_26180_cov_63.193990,Bacteria,26180,189426,Bacteria
Bacteria_NZ_CP041372_34_length_25055_cov_61.622720,Bacteria,25055,33932,Bacteria
Bacteria_NZ_CP041372_35_length_23145_cov_62.102339,Bacteria,23145,221109,Bacteria
Bacteria_NZ_CP041372_37_length_19318_cov_60.389867,Bacteria,19318,1882749,Bacteria
Bacteria_NZ_CP041372_38_length_18463_cov_62.263201,Bacteria,18463,119858,Bacteria
Bacteria_NZ_CP041372_41_length_12618_cov_63.088434,Bacteria,12618,1279,Bacteria
Bacteria_NZ_CP041372_42_length_11575_cov_60.225347,Bacteria,11575,29388,Bacteria
Bacteria_NZ_CP041372_43_length_11430_cov_64.467165,Bacteria,11430,483913,Bacteria
Bacteria_NZ_CP041372_44_length_9026_cov_61.747966,Bacteria,9026,2,Bacteria
Bacteria_NZ_CP041372_48_length_3165_cov_430.960450,Bacteria,3165,1402861,Bacteria
Bacteria_NZ_CP041372_52_length_1372_cov_325.489749,Bacteria,1372,182710,Bacteria
Bacteria_NZ_CP048810_1_length_522469_cov_24.287446,Bacteria,522469,1038922,Bacteria
Bacteria_NZ_CP048810_2_length_438811_cov_24.950852,Bacteria,438811,1038922,Bacteria
Bacteria_NZ_CP048810_3_length_398015_cov_24.236481,Bacteria,398015,1038922,Bacteria
Bacteria_NZ_CP048810_4_length_354929_cov_23.970947,Bacteria,354929,1038922,Bacteria
Bacteria_NZ_CP048810_5_length_287148_cov_24.645606,Bacteria,287148,1038922,Bacteria
Bacteria_NZ_CP048810_6_length_285189_cov_24.747115,Bacteria,285189,1038922,Bacteria
Bacteria_NZ_CP048810_7_length_279680_cov_24.309761,Bacteria,279680,1038922,Bacteria
Bacteria_NZ_CP048810_8_length_256992_cov_24.139750,Bacteria,256992,1038922,Bacteria
Bacteria_NZ_CP048810_9_length_256797_cov_24.519942,Bacteria,256797,1038922,Bacteria
Bacteria_NZ_CP048810_10_length_244366_cov_24.700632,Bacteria,244366,1038922,Bacteria
Bacteria_NZ_CP048810_11_length_238057_cov_24.564869,Bacteria,238057,1038922,Bacteria
Bacteria_NZ_CP048810_12_length_202899_cov_24.457628,Bacteria,202899,1038922,Bacteria
Bacteria_NZ_CP048810_13_length_199640_cov_24.083558,Bacteria,199640,1038922,Bacteria
Bacteria_NZ_CP048810_14_length_194777_cov_24.093780,Bacteria,194777,1038922,Bacteria
Bacteria_NZ_CP048810_15_length_194082_cov_23.947404,Bacteria,194082,1038922,Bacteria
Bacteria_NZ_CP048810_16_length_184296_cov_24.362802,Bacteria,184296,1038922,Bacteria
Bacteria_NZ_CP048810_17_length_183039_cov_24.467434,Bacteria,183039,1038922,Bacteria
Bacteria_NZ_CP048810_18_length_176174_cov_24.294863,Bacteria,176174,1038922,Bacteria
Bacteria_NZ_CP048810_19_length_166922_cov_24.277922,Bacteria,166922,1038922,Bacteria
Bacteria_NZ_CP048810_20_length_152118_cov_24.728100,Bacteria,152118,1038922,Bacteria
Bacteria_NZ_CP048810_21_length_133581_cov_25.780784,Bacteria,133581,1038922,Bacteria
Bacteria_NZ_CP048810_22_length_133367_cov_24.577127,Bacteria,133367,1038922,Bacteria
Bacteria_NZ_CP048810_23_length_132506_cov_24.213226,Bacteria,132506,1038922,Bacteria
Bacteria_NZ_CP048810_25_length_110415_cov_23.942742,Bacteria,110415,1038922,Bacteria
Bacteria_NZ_CP048810_26_length_106867_cov_24.837846,Bacteria,106867,1038922,Bacteria
Bacteria_NZ_CP048810_28_length_90069_cov_24.246006,Bacteria,90069,1038922,Bacteria
Bacteria_NZ_CP048810_29_length_83275_cov_24.049243,Bacteria,83275,1038922,Bacteria
Bacteria_NZ_CP048810_30_length_72551_cov_24.149167,Bacteria,72551,1038922,Bacteria
Bacteria_NZ_CP048810_31_length_69984_cov_23.671867,Bacteria,69984,1038922,Bacteria
Bacteria_NZ_CP048810_32_length_59787_cov_24.726378,Bacteria,59787,1038922,Bacteria
Bacteria_NZ_CP048810_33_length_59123_cov_27.128750,Bacteria,59123,1038922,Bacteria
Bacteria_NZ_CP048810_34_length_51011_cov_24.135843,Bacteria,51011,1038922,Bacteria
Bacteria_NZ_CP048810_38_length_19536_cov_23.980288,Bacteria,19536,1038922,Bacteria
Bacteria_NZ_CP048810_24_length_117641_cov_25.603720,Bacteria,117641,743713,Bacteria
Bacteria_NZ_CP048810_27_length_93801_cov_26.242592,Bacteria,93801,216595,Bacteria
Bacteria_NZ_CP048810_35_length_36665_cov_23.971592,Bacteria,36665,1221522,Bacteria
Bacteria_NZ_CP048810_36_length_35342_cov_23.762604,Bacteria,35342,294,Bacteria
Bacteria_NZ_CP048810_37_length_22726_cov_25.361122,Bacteria,22726,294,Bacteria
Bacteria_NZ_CP048810_39_length_7932_cov_23.990098,Bacteria,7932,294,Bacteria
Bacteria_NZ_CP048810_40_length_5295_cov_27.628435,Bacteria,5295,294,Bacteria
Bacteria_NZ_CP048810_41_length_3728_cov_20.950449,Bacteria,3728,294,Bacteria
Bacteria_NZ_CP048810_42_length_3582_cov_122.371137,Bacteria,3582,294,Bacteria
Bacteria_NZ_CP048810_43_length_2281_cov_44.357143,Bacteria,2281,294,Bacteria
Bacteria_NZ_CP048810_45_length_1925_cov_127.498930,Bacteria,1925,294,Bacteria
Bacteria_NZ_CP048810_46_length_1357_cov_147.503840,Bacteria,1357,294,Bacteria
Bacteria_NZ_CP048810_47_length_1324_cov_48.706068,Bacteria,1324,294,Bacteria
Bacteria_NZ_CP048810_44_length_1930_cov_99.435200,Bacteria,1930,1283291,Bacteria
Bacteria_NZ_CP053109_1_length_542404_cov_63.486801,Bacteria,542404,2184053,Bacteria
Bacteria_NZ_CP053109_2_length_506193_cov_61.529036,Bacteria,506193,2184053,Bacteria
Bacteria_NZ_CP053109_4_length_482217_cov_61.036376,Bacteria,482217,2184053,Bacteria
Bacteria_NZ_CP053109_5_length_409613_cov_61.435777,Bacteria,409613,2184053,Bacteria
Bacteria_NZ_CP053109_8_length_348010_cov_61.628417,Bacteria,348010,2184053,Bacteria
Bacteria_NZ_CP053109_9_length_340194_cov_61.667389,Bacteria,340194,2184053,Bacteria
Bacteria_NZ_CP053109_11_length_330725_cov_64.556044,Bacteria,330725,2184053,Bacteria
Bacteria_NZ_CP053109_12_length_313164_cov_61.992360,Bacteria,313164,2184053,Bacteria
Bacteria_NZ_CP053109_13_length_312335_cov_61.334325,Bacteria,312335,2184053,Bacteria
Bacteria_NZ_CP053109_14_length_273656_cov_60.477034,Bacteria,273656,2184053,Bacteria
Bacteria_NZ_CP053109_16_length_253447_cov_63.505655,Bacteria,253447,2184053,Bacteria
Bacteria_NZ_CP053109_18_length_203744_cov_61.383511,Bacteria,203744,2184053,Bacteria
Bacteria_NZ_CP053109_19_length_194175_cov_70.906676,Bacteria,194175,2184053,Bacteria
Bacteria_NZ_CP053109_21_length_173219_cov_61.336207,Bacteria,173219,2184053,Bacteria
Bacteria_NZ_CP053109_25_length_145847_cov_62.894617,Bacteria,145847,2184053,Bacteria
Bacteria_NZ_CP053109_27_length_133059_cov_66.699347,Bacteria,133059,2184053,Bacteria
Bacteria_NZ_CP053109_28_length_116722_cov_60.964557,Bacteria,116722,2184053,Bacteria
Bacteria_NZ_CP053109_29_length_112745_cov_61.355595,Bacteria,112745,2184053,Bacteria
Bacteria_NZ_CP053109_30_length_106116_cov_61.211718,Bacteria,106116,2184053,Bacteria
Bacteria_NZ_CP053109_32_length_86470_cov_61.758040,Bacteria,86470,2184053,Bacteria
Bacteria_NZ_CP053109_33_length_80140_cov_63.565324,Bacteria,80140,2184053,Bacteria
Bacteria_NZ_CP053109_35_length_68851_cov_63.811443,Bacteria,68851,2184053,Bacteria
Bacteria_NZ_CP053109_38_length_62860_cov_59.315882,Bacteria,62860,2184053,Bacteria
Bacteria_NZ_CP053109_40_length_50336_cov_60.975179,Bacteria,50336,2184053,Bacteria
Bacteria_NZ_CP053109_42_length_47679_cov_80.085167,Bacteria,47679,2184053,Bacteria
Bacteria_NZ_CP053109_44_length_37372_cov_63.304178,Bacteria,37372,2184053,Bacteria
Bacteria_NZ_CP053109_48_length_30379_cov_60.538616,Bacteria,30379,2184053,Bacteria
Bacteria_NZ_CP053109_49_length_25554_cov_60.195576,Bacteria,25554,2184053,Bacteria
Bacteria_NZ_CP053109_53_length_15689_cov_62.332289,Bacteria,15689,2184053,Bacteria
Bacteria_NZ_CP053109_3_length_503319_cov_64.103357,Bacteria,503319,1079985,Bacteria
Bacteria_NZ_CP053109_6_length_377754_cov_61.497743,Bacteria,377754,1079985,Bacteria
Bacteria_NZ_CP053109_7_length_355630_cov_61.331533,Bacteria,355630,1079985,Bacteria
Bacteria_NZ_CP053109_10_length_339428_cov_61.645317,Bacteria,339428,1079985,Bacteria
Bacteria_NZ_CP053109_15_length_266512_cov_61.984020,Bacteria,266512,1079985,Bacteria
Bacteria_NZ_CP053109_24_length_151494_cov_68.321476,Bacteria,151494,1079985,Bacteria
Bacteria_NZ_CP053109_26_length_144310_cov_63.119490,Bacteria,144310,1079985,Bacteria
Bacteria_NZ_CP053109_41_length_48079_cov_61.846785,Bacteria,48079,1079985,Bacteria
Bacteria_NZ_CP053109_46_length_31426_cov_77.544898,Bacteria,31426,1079985,Bacteria
Bacteria_NZ_CP053109_54_length_12728_cov_60.838239,Bacteria,12728,1079985,Bacteria
Bacteria_NZ_CP053109_17_length_226614_cov_61.306679,Bacteria,226614,1352936,Bacteria
Bacteria_NZ_CP053109_20_length_186332_cov_63.772935,Bacteria,186332,2174846,Bacteria
Bacteria_NZ_CP053109_36_length_66167_cov_69.290431,Bacteria,66167,2174846,Bacteria
Bacteria_NZ_CP053109_58_length_7027_cov_65.183161,Bacteria,7027,2174846,Bacteria
Bacteria_NZ_CP053109_22_length_170948_cov_60.874506,Bacteria,170948,1783515,Bacteria
Bacteria_NZ_CP053109_23_length_167807_cov_61.576363,Bacteria,167807,1783515,Bacteria
Bacteria_NZ_CP053109_45_length_33628_cov_119.450392,Bacteria,33628,1783515,Bacteria
Bacteria_NZ_CP053109_31_length_87068_cov_61.716606,Bacteria,87068,2135430,Bacteria
Bacteria_NZ_CP053109_34_length_69035_cov_59.998898,Bacteria,69035,2211357,Bacteria
Bacteria_NZ_CP053109_37_length_64793_cov_84.146761,Bacteria,64793,1915,Bacteria
Bacteria_NZ_CP053109_39_length_58860_cov_61.391531,Bacteria,58860,1882757,Bacteria
Bacteria_NZ_CP053109_43_length_46846_cov_60.473403,Bacteria,46846,680198,Bacteria
Bacteria_NZ_CP053109_47_length_30564_cov_68.142089,Bacteria,30564,1883,Bacteria
Bacteria_NZ_CP053109_60_length_5377_cov_360.274897,Bacteria,5377,1883,Bacteria
Bacteria_NZ_CP053109_50_length_21834_cov_59.001423,Bacteria,21834,285473,Bacteria
Bacteria_NZ_CP053109_51_length_21665_cov_61.553910,Bacteria,21665,1214101,Bacteria
Bacteria_NZ_CP053109_61_length_2155_cov_235.934762,Bacteria,2155,1214101,Bacteria
Bacteria_NZ_CP053109_52_length_19064_cov_62.729023,Bacteria,19064,1907,Bacteria
Bacteria_NZ_CP053109_56_length_9761_cov_63.974346,Bacteria,9761,1907,Bacteria
Bacteria_NZ_CP053109_55_length_10795_cov_123.015549,Bacteria,10795,227882,Bacteria
Bacteria_NZ_CP053109_57_length_7605_cov_75.494437,Bacteria,7605,749414,Bacteria
Bacteria_NZ_CP053109_59_length_5621_cov_220.174991,Bacteria,5621,1725411,Bacteria
Bacteria_NZ_CP053109_62_length_1693_cov_194.196581,Bacteria,1693,264445,Bacteria
Bacteria_NZ_CP053109_63_length_1480_cov_251.369825,Bacteria,1480,38300,Bacteria
Bacteria_NZ_CP053609_1_length_490283_cov_22.210439,Bacteria,490283,60552,Bacteria
Bacteria_NZ_CP053609_2_length_265508_cov_22.315427,Bacteria,265508,60552,Bacteria
Bacteria_NZ_CP053609_3_length_223135_cov_22.616192,Bacteria,223135,60552,Bacteria
Bacteria_NZ_CP053609_4_length_207842_cov_22.405569,Bacteria,207842,60552,Bacteria
Bacteria_NZ_CP053609_5_length_161147_cov_22.509814,Bacteria,161147,60552,Bacteria
Bacteria_NZ_CP053609_6_length_153179_cov_22.071178,Bacteria,153179,60552,Bacteria
Bacteria_NZ_CP053609_7_length_150703_cov_22.474570,Bacteria,150703,60552,Bacteria
Bacteria_NZ_CP053609_8_length_149163_cov_22.345696,Bacteria,149163,60552,Bacteria
Bacteria_NZ_CP053609_9_length_148417_cov_21.759554,Bacteria,148417,60552,Bacteria
Bacteria_NZ_CP053609_10_length_118060_cov_22.291996,Bacteria,118060,60552,Bacteria
Bacteria_NZ_CP053609_11_length_113361_cov_22.104249,Bacteria,113361,60552,Bacteria
Bacteria_NZ_CP053609_12_length_111624_cov_23.004930,Bacteria,111624,60552,Bacteria
Bacteria_NZ_CP053609_13_length_105901_cov_22.308335,Bacteria,105901,60552,Bacteria
Bacteria_NZ_CP053609_14_length_100960_cov_22.096784,Bacteria,100960,60552,Bacteria
Bacteria_NZ_CP053609_15_length_87795_cov_23.204696,Bacteria,87795,60552,Bacteria
Bacteria_NZ_CP053609_17_length_63720_cov_22.166261,Bacteria,63720,60552,Bacteria
Bacteria_NZ_CP053609_18_length_61152_cov_21.871418,Bacteria,61152,60552,Bacteria
Bacteria_NZ_CP053609_19_length_56047_cov_22.933741,Bacteria,56047,60552,Bacteria
Bacteria_NZ_CP053609_20_length_52753_cov_22.702152,Bacteria,52753,60552,Bacteria
Bacteria_NZ_CP053609_21_length_49880_cov_22.743422,Bacteria,49880,60552,Bacteria
Bacteria_NZ_CP053609_22_length_39646_cov_21.881665,Bacteria,39646,60552,Bacteria
Bacteria_NZ_CP053609_23_length_34558_cov_22.297365,Bacteria,34558,60552,Bacteria
Bacteria_NZ_CP053609_24_length_33392_cov_22.516873,Bacteria,33392,60552,Bacteria
Bacteria_NZ_CP053609_25_length_31532_cov_23.179528,Bacteria,31532,60552,Bacteria
Bacteria_NZ_CP053609_26_length_30094_cov_22.077965,Bacteria,30094,60552,Bacteria
Bacteria_NZ_CP053609_27_length_21915_cov_23.106130,Bacteria,21915,60552,Bacteria
Bacteria_NZ_CP053609_28_length_16113_cov_21.741437,Bacteria,16113,60552,Bacteria
Bacteria_NZ_CP053609_29_length_15049_cov_23.276044,Bacteria,15049,60552,Bacteria
Bacteria_NZ_CP053609_30_length_14254_cov_27.668498,Bacteria,14254,60552,Bacteria
Bacteria_NZ_CP053609_33_length_2550_cov_22.940681,Bacteria,2550,60552,Bacteria
Bacteria_NZ_CP053609_38_length_1324_cov_67.741529,Bacteria,1324,60552,Bacteria
Bacteria_NZ_CP053610_1_length_661143_cov_19.953393,Bacteria,661143,60552,Bacteria
Bacteria_NZ_CP053610_2_length_252364_cov_20.045377,Bacteria,252364,60552,Bacteria
Bacteria_NZ_CP053610_3_length_219005_cov_20.006371,Bacteria,219005,60552,Bacteria
Bacteria_NZ_CP053610_4_length_208077_cov_19.593356,Bacteria,208077,60552,Bacteria
Bacteria_NZ_CP053610_5_length_140933_cov_20.827986,Bacteria,140933,60552,Bacteria
Bacteria_NZ_CP053610_6_length_107877_cov_19.384300,Bacteria,107877,60552,Bacteria
Bacteria_NZ_CP053610_7_length_106198_cov_20.180700,Bacteria,106198,60552,Bacteria
Bacteria_NZ_CP053610_8_length_104823_cov_20.309875,Bacteria,104823,60552,Bacteria
Bacteria_NZ_CP053610_9_length_101600_cov_19.384224,Bacteria,101600,60552,Bacteria
Bacteria_NZ_CP053610_10_length_71556_cov_19.612117,Bacteria,71556,60552,Bacteria
Bacteria_NZ_CP053610_11_length_71187_cov_19.299331,Bacteria,71187,60552,Bacteria
Bacteria_NZ_CP053610_12_length_66915_cov_20.642746,Bacteria,66915,60552,Bacteria
Bacteria_NZ_CP053610_13_length_64626_cov_20.147977,Bacteria,64626,60552,Bacteria
Bacteria_NZ_CP053610_14_length_13085_cov_20.512203,Bacteria,13085,60552,Bacteria
Bacteria_NZ_CP053610_15_length_8120_cov_22.047861,Bacteria,8120,60552,Bacteria
Bacteria_NZ_CP053610_16_length_2699_cov_19.914145,Bacteria,2699,60552,Bacteria
Bacteria_NZ_CP053610_18_length_1396_cov_38.439224,Bacteria,1396,60552,Bacteria
Bacteria_NZ_CP053611_1_length_512085_cov_79.875062,Bacteria,512085,60552,Bacteria
Bacteria_NZ_CP053611_2_length_278635_cov_78.202936,Bacteria,278635,60552,Bacteria
Bacteria_NZ_CP053611_3_length_209116_cov_80.900469,Bacteria,209116,60552,Bacteria
Bacteria_NZ_CP053609_16_length_78349_cov_21.937275,Bacteria,78349,2217913,Bacteria
Bacteria_NZ_CP053609_31_length_3172_cov_91.572987,Bacteria,3172,32008,Bacteria
Bacteria_NZ_CP053609_35_length_1958_cov_64.498161,Bacteria,1958,32008,Bacteria
Bacteria_NZ_CP053609_34_length_2483_cov_67.733526,Bacteria,2483,87882,Bacteria
Bacteria_NZ_CP053609_39_length_1057_cov_61.271457,Bacteria,1057,87882,Bacteria
Bacteria_NZ_CP053609_36_length_1742_cov_89.430943,Bacteria,1742,111527,Bacteria
Bacteria_NZ_CP053609_37_length_1362_cov_43.697781,Bacteria,1362,416344,Bacteria
Bacteria_NZ_CP053610_17_length_2558_cov_19.680783,Bacteria,2558,416344,Bacteria
Bacteria_NZ_CP053611_4_length_87976_cov_78.023521,Bacteria,87976,416344,Bacteria
Bacteria_NZ_CP053611_5_length_72072_cov_78.192718,Bacteria,72072,416344,Bacteria
Bacteria_NZ_CP053611_6_length_31240_cov_78.900754,Bacteria,31240,416344,Bacteria
Bacteria_NZ_CP053611_7_length_1344_cov_156.399535,Bacteria,1344,179879,Bacteria
Bacteria_NZ_CP059472_1_length_705900_cov_73.687387,Bacteria,705900,531844,Bacteria
Bacteria_NZ_CP059472_2_length_623068_cov_73.611141,Bacteria,623068,531844,Bacteria
Bacteria_NZ_CP059472_4_length_286279_cov_73.849370,Bacteria,286279,531844,Bacteria
Bacteria_NZ_CP059472_5_length_177326_cov_74.404539,Bacteria,177326,531844,Bacteria
Bacteria_NZ_CP059472_6_length_139020_cov_73.710877,Bacteria,139020,531844,Bacteria
Bacteria_NZ_CP059472_7_length_106183_cov_74.970121,Bacteria,106183,531844,Bacteria
Bacteria_NZ_CP059472_8_length_5783_cov_221.455307,Bacteria,5783,531844,Bacteria
Bacteria_NZ_CP059472_9_length_3099_cov_133.770039,Bacteria,3099,531844,Bacteria
Bacteria_NZ_CP059472_10_length_2333_cov_101.947761,Bacteria,2333,531844,Bacteria
Bacteria_NZ_CP059472_11_length_1701_cov_157.650061,Bacteria,1701,531844,Bacteria
Bacteria_NZ_CP059472_3_length_544518_cov_73.934545,Bacteria,544518,253,Bacteria
Bacteria_NZ_CP061335_1_length_797590_cov_41.667015,Bacteria,797590,1215088,Bacteria
Bacteria_NZ_CP061335_2_length_555309_cov_40.607360,Bacteria,555309,1215088,Bacteria
Bacteria_NZ_CP061335_3_length_485723_cov_41.176446,Bacteria,485723,1215088,Bacteria
Bacteria_NZ_CP061335_4_length_458077_cov_40.561908,Bacteria,458077,1215088,Bacteria
Bacteria_NZ_CP061335_5_length_408215_cov_41.249853,Bacteria,408215,1215088,Bacteria
Bacteria_NZ_CP061335_6_length_337107_cov_41.426059,Bacteria,337107,1215088,Bacteria
Bacteria_NZ_CP061335_7_length_332528_cov_40.572004,Bacteria,332528,1215088,Bacteria
Bacteria_NZ_CP061335_8_length_257969_cov_41.315566,Bacteria,257969,1215088,Bacteria
Bacteria_NZ_CP061335_9_length_245764_cov_40.461713,Bacteria,245764,1215088,Bacteria
Bacteria_NZ_CP061335_10_length_236657_cov_42.411700,Bacteria,236657,1215088,Bacteria
Bacteria_NZ_CP061335_11_length_201810_cov_41.261803,Bacteria,201810,1215088,Bacteria
Bacteria_NZ_CP061335_12_length_199836_cov_40.544021,Bacteria,199836,1215088,Bacteria
Bacteria_NZ_CP061335_13_length_171322_cov_42.127141,Bacteria,171322,1215088,Bacteria
Bacteria_NZ_CP061335_14_length_160079_cov_40.490770,Bacteria,160079,1215088,Bacteria
Bacteria_NZ_CP061335_15_length_153306_cov_40.777222,Bacteria,153306,1215088,Bacteria
Bacteria_NZ_CP061335_16_length_135780_cov_41.019768,Bacteria,135780,1215088,Bacteria
Bacteria_NZ_CP061335_17_length_117684_cov_42.437511,Bacteria,117684,1215088,Bacteria
Bacteria_NZ_CP061335_19_length_76725_cov_41.633468,Bacteria,76725,1215088,Bacteria
Bacteria_NZ_CP061335_20_length_74208_cov_42.191145,Bacteria,74208,1215088,Bacteria
Bacteria_NZ_CP061335_21_length_65040_cov_41.035285,Bacteria,65040,1215088,Bacteria
Bacteria_NZ_CP061335_22_length_22098_cov_41.025087,Bacteria,22098,1215088,Bacteria
Bacteria_NZ_CP061335_23_length_14693_cov_45.609851,Bacteria,14693,1215088,Bacteria
Bacteria_NZ_CP061335_24_length_14543_cov_42.942297,Bacteria,14543,1215088,Bacteria
Bacteria_NZ_CP061335_25_length_14467_cov_57.447058,Bacteria,14467,1215088,Bacteria
Bacteria_NZ_CP061335_26_length_13402_cov_38.427062,Bacteria,13402,1215088,Bacteria
Bacteria_NZ_CP061335_27_length_8398_cov_63.584442,Bacteria,8398,1215088,Bacteria
Bacteria_NZ_CP061335_18_length_84428_cov_40.600844,Bacteria,84428,1388763,Bacteria
Bacteria_NZ_CP061335_28_length_3264_cov_302.747585,Bacteria,3264,136845,Bacteria
Bacteria_NZ_CP061335_29_length_2758_cov_67.104698,Bacteria,2758,303,Bacteria
Bacteria_NZ_CP061335_30_length_1853_cov_280.645161,Bacteria,1853,286,Bacteria
Bacteria_NZ_CP061476_1_length_741045_cov_93.592784,Bacteria,741045,1295642,Bacteria
Bacteria_NZ_CP061476_2_length_694427_cov_96.981585,Bacteria,694427,1295642,Bacteria
Bacteria_NZ_CP061476_3_length_514100_cov_100.912969,Bacteria,514100,1295642,Bacteria
Bacteria_NZ_CP061476_4_length_257112_cov_94.871507,Bacteria,257112,1295642,Bacteria
