ID,Predicted_Label,Contig_Length,True_Label
Bacteria_NZ_CP045702_71_length_18423_cov_13.766496,negative,18423,Bacteria
Bacteria_NZ_CP045702_72_length_17209_cov_15.259182,negative,17209,Bacteria
Bacteria_NZ_CP045702_73_length_7474_cov_13.538752,negative,7474,Bacteria
Bacteria_NZ_CP045702_74_length_5493_cov_15.071166,negative,5493,Bacteria
Bacteria_NZ_CP045702_75_length_5476_cov_83.875300,phage,5476,Bacteria
Bacteria_NZ_CP045702_76_length_5286_cov_15.282929,negative,5286,Bacteria
Bacteria_NZ_CP045702_77_length_5236_cov_12.745416,negative,5236,Bacteria
Bacteria_NZ_CP045702_78_length_4552_cov_18.018012,phage,4552,Bacteria
Bacteria_NZ_CP045702_79_length_4375_cov_16.327315,negative,4375,Bacteria
Bacteria_NZ_CP045702_80_length_3140_cov_15.991896,negative,3140,Bacteria
Bacteria_NZ_CP045702_81_length_2088_cov_33.600098,negative,2088,Bacteria
Bacteria_NZ_CP045702_82_length_1995_cov_16.934021,phage,1995,Bacteria
Bacteria_NZ_CP045702_83_length_1846_cov_15.981016,negative,1846,Bacteria
Bacteria_NZ_CP045702_84_length_1829_cov_29.365840,negative,1829,Bacteria
Bacteria_NZ_CP045702_85_length_1817_cov_39.229852,phage,1817,Bacteria
Bacteria_NZ_CP045702_86_length_1687_cov_83.066176,negative,1687,Bacteria
Bacteria_NZ_CP045702_87_length_1676_cov_69.972856,negative,1676,Bacteria
Bacteria_NZ_CP045702_88_length_1538_cov_60.964936,negative,1538,Bacteria
Bacteria_NZ_CP045702_89_length_1535_cov_112.275000,phage,1535,Bacteria
Bacteria_NZ_CP045702_90_length_1494_cov_29.275886,negative,1494,Bacteria
Bacteria_NZ_CP045702_91_length_1412_cov_134.158438,negative,1412,Bacteria
Bacteria_NZ_CP053707_1_length_1562442_cov_218.702359,negative,1562442,Bacteria
Bacteria_NZ_CP053707_2_length_886993_cov_218.718113,negative,886993,Bacteria
Bacteria_NZ_CP053707_3_length_761056_cov_218.121248,negative,761056,Bacteria
Bacteria_NZ_CP053707_4_length_450342_cov_217.347878,negative,450342,Bacteria
Bacteria_NZ_CP053707_5_length_282678_cov_216.882426,negative,282678,Bacteria
Bacteria_NZ_CP053707_6_length_99266_cov_216.956789,phage,99266,Bacteria
Bacteria_NZ_CP053707_7_length_19023_cov_222.159690,negative,19023,Bacteria
Bacteria_NZ_CP053707_8_length_5563_cov_424.312999,negative,5563,Bacteria
Bacteria_NZ_CP053707_9_length_2979_cov_226.033174,phage,2979,Bacteria
Bacteria_NZ_CP053841_1_length_417937_cov_38.694158,negative,417937,Bacteria
Bacteria_NZ_CP053841_2_length_392622_cov_38.796343,negative,392622,Bacteria
Bacteria_NZ_CP053841_3_length_258338_cov_37.867122,negative,258338,Bacteria
Bacteria_NZ_CP053841_4_length_152778_cov_39.547992,negative,152778,Bacteria
Bacteria_NZ_CP053841_5_length_126050_cov_43.112925,negative,126050,Bacteria
Bacteria_NZ_CP053841_6_length_109957_cov_38.736402,negative,109957,Bacteria
Bacteria_NZ_CP053841_7_length_100832_cov_39.652411,negative,100832,Bacteria
Bacteria_NZ_CP053841_8_length_83778_cov_39.765799,negative,83778,Bacteria
Bacteria_NZ_CP053841_9_length_73818_cov_38.031669,negative,73818,Bacteria
Bacteria_NZ_CP053841_10_length_73388_cov_39.677580,negative,73388,Bacteria
Bacteria_NZ_CP053841_11_length_38554_cov_38.449778,negative,38554,Bacteria
Bacteria_NZ_CP053841_12_length_6054_cov_116.372229,phage,6054,Bacteria
Bacteria_NZ_CP053841_13_length_5133_cov_36.406853,negative,5133,Bacteria
Bacteria_NZ_CP053841_14_length_4532_cov_55.967389,phage,4532,Bacteria
Bacteria_NZ_CP053841_15_length_4319_cov_45.434334,negative,4319,Bacteria
Bacteria_NZ_CP053841_16_length_4201_cov_44.728654,negative,4201,Bacteria
Bacteria_NZ_CP053841_17_length_2591_cov_41.514984,phage,2591,Bacteria
Bacteria_NZ_CP053841_18_length_1913_cov_69.252960,negative,1913,Bacteria
Bacteria_NZ_CP053841_19_length_1853_cov_75.835373,phage,1853,Bacteria
Bacteria_NZ_CP053841_20_length_1385_cov_75.112030,negative,1385,Bacteria
Bacteria_NZ_CP053929_1_length_820990_cov_31.448681,negative,820990,Bacteria
Bacteria_NZ_CP053929_2_length_728555_cov_32.190148,negative,728555,Bacteria
Bacteria_NZ_CP053929_3_length_396466_cov_31.597887,negative,396466,Bacteria
Bacteria_NZ_CP053929_4_length_382960_cov_31.689787,negative,382960,Bacteria
Bacteria_NZ_CP053929_5_length_380072_cov_31.600642,negative,380072,Bacteria
Bacteria_NZ_CP053929_6_length_373255_cov_31.689231,negative,373255,Bacteria
Bacteria_NZ_CP053929_7_length_323355_cov_31.778982,negative,323355,Bacteria
Bacteria_NZ_CP053929_8_length_315954_cov_31.646764,negative,315954,Bacteria
Bacteria_NZ_CP053929_9_length_261923_cov_31.888005,negative,261923,Bacteria
Bacteria_NZ_CP053929_10_length_244346_cov_31.646209,negative,244346,Bacteria
Bacteria_NZ_CP053929_11_length_208245_cov_31.945977,negative,208245,Bacteria
Bacteria_NZ_CP053929_12_length_198729_cov_30.984049,negative,198729,Bacteria
Bacteria_NZ_CP053929_13_length_149770_cov_31.579207,negative,149770,Bacteria
Bacteria_NZ_CP053929_14_length_136516_cov_31.265343,negative,136516,Bacteria
Bacteria_NZ_CP053929_15_length_135288_cov_31.725023,negative,135288,Bacteria
Bacteria_NZ_CP053929_16_length_132531_cov_31.365508,negative,132531,Bacteria
Bacteria_NZ_CP053929_17_length_127078_cov_30.809105,negative,127078,Bacteria
Bacteria_NZ_CP053929_18_length_124861_cov_31.050062,negative,124861,Bacteria
Bacteria_NZ_CP053929_19_length_123827_cov_31.238810,negative,123827,Bacteria
Bacteria_NZ_CP053929_20_length_114901_cov_31.082885,negative,114901,Bacteria
Bacteria_NZ_CP053929_21_length_98083_cov_31.689415,negative,98083,Bacteria
Bacteria_NZ_CP053929_22_length_97930_cov_31.886600,negative,97930,Bacteria
Bacteria_NZ_CP053929_23_length_94248_cov_31.448929,negative,94248,Bacteria
Bacteria_NZ_CP053929_24_length_88276_cov_33.237619,negative,88276,Bacteria
Bacteria_NZ_CP053929_25_length_85865_cov_33.429204,negative,85865,Bacteria
Bacteria_NZ_CP053929_26_length_83040_cov_31.860722,negative,83040,Bacteria
Bacteria_NZ_CP053929_27_length_77141_cov_32.423164,negative,77141,Bacteria
Bacteria_NZ_CP053929_28_length_65407_cov_32.727996,negative,65407,Bacteria
Bacteria_NZ_CP053929_29_length_52484_cov_33.360983,negative,52484,Bacteria
Bacteria_NZ_CP053929_30_length_51577_cov_31.807597,negative,51577,Bacteria
Bacteria_NZ_CP053929_31_length_50842_cov_32.219623,negative,50842,Bacteria
Bacteria_NZ_CP053929_32_length_48509_cov_31.054629,negative,48509,Bacteria
Bacteria_NZ_CP053929_33_length_27052_cov_31.960070,negative,27052,Bacteria
Bacteria_NZ_CP053929_34_length_22247_cov_34.320746,negative,22247,Bacteria
Bacteria_NZ_CP053929_35_length_21730_cov_31.954418,negative,21730,Bacteria
Bacteria_NZ_CP053929_36_length_16099_cov_33.516018,negative,16099,Bacteria
Bacteria_NZ_CP053929_37_length_16049_cov_31.218644,negative,16049,Bacteria
Bacteria_NZ_CP053929_38_length_11370_cov_33.477331,negative,11370,Bacteria
Bacteria_NZ_CP053929_39_length_9711_cov_29.162593,negative,9711,Bacteria
Bacteria_NZ_CP053929_40_length_9460_cov_29.852951,negative,9460,Bacteria
Bacteria_NZ_CP053929_41_length_3399_cov_189.531400,negative,3399,Bacteria
Bacteria_NZ_CP053929_42_length_2289_cov_79.677261,negative,2289,Bacteria
Bacteria_NZ_CP053929_43_length_1777_cov_199.160279,negative,1777,Bacteria
Bacteria_NZ_CP053929_44_length_1523_cov_61.994550,negative,1523,Bacteria
Bacteria_NZ_CP053929_45_length_1399_cov_63.622024,phage,1399,Bacteria
Bacteria_NZ_CP054920_1_length_1586412_cov_15.219530,negative,1586412,Bacteria
Bacteria_NZ_CP054920_2_length_1239107_cov_15.245108,negative,1239107,Bacteria
Bacteria_NZ_CP054920_3_length_651461_cov_15.193016,negative,651461,Bacteria
Bacteria_NZ_CP054920_4_length_580934_cov_15.033542,negative,580934,Bacteria
Bacteria_NZ_CP054920_5_length_515754_cov_15.068288,negative,515754,Bacteria
Bacteria_NZ_CP054920_6_length_363557_cov_14.920512,negative,363557,Bacteria
Bacteria_NZ_CP054920_7_length_362863_cov_15.260904,negative,362863,Bacteria
Bacteria_NZ_CP054920_8_length_313646_cov_14.909535,negative,313646,Bacteria
Bacteria_NZ_CP054920_9_length_257341_cov_14.752474,negative,257341,Bacteria
Bacteria_NZ_CP054920_10_length_216261_cov_15.225664,negative,216261,Bacteria
Bacteria_NZ_CP054920_11_length_200944_cov_15.500261,negative,200944,Bacteria
Bacteria_NZ_CP054920_12_length_192098_cov_14.774920,negative,192098,Bacteria
Bacteria_NZ_CP054920_13_length_188683_cov_14.954763,negative,188683,Bacteria
Bacteria_NZ_CP054920_14_length_188639_cov_15.076815,negative,188639,Bacteria
Bacteria_NZ_CP054920_15_length_179546_cov_14.722939,negative,179546,Bacteria
Bacteria_NZ_CP054920_16_length_179036_cov_14.790067,negative,179036,Bacteria
Bacteria_NZ_CP054920_17_length_160240_cov_14.914318,negative,160240,Bacteria
Bacteria_NZ_CP054920_18_length_131737_cov_14.894314,negative,131737,Bacteria
Bacteria_NZ_CP054920_19_length_125387_cov_14.767274,negative,125387,Bacteria
Bacteria_NZ_CP054920_20_length_108879_cov_15.323734,negative,108879,Bacteria
Bacteria_NZ_CP054920_21_length_83650_cov_14.751744,phage,83650,Bacteria
Bacteria_NZ_CP054920_22_length_56044_cov_15.759006,negative,56044,Bacteria
Bacteria_NZ_CP054920_23_length_44232_cov_15.334269,negative,44232,Bacteria
Bacteria_NZ_CP054920_24_length_39686_cov_14.840302,negative,39686,Bacteria
Bacteria_NZ_CP054920_25_length_31452_cov_15.173424,phage,31452,Bacteria
Bacteria_NZ_CP054920_26_length_20987_cov_14.485220,negative,20987,Bacteria
Bacteria_NZ_CP054920_27_length_16645_cov_14.811634,negative,16645,Bacteria
Bacteria_NZ_CP054920_28_length_12712_cov_15.111085,negative,12712,Bacteria
Bacteria_NZ_CP054920_29_length_5367_cov_89.610505,phage,5367,Bacteria
Bacteria_NZ_CP054920_30_length_2360_cov_14.713666,negative,2360,Bacteria
Bacteria_NZ_CP058259_1_length_240373_cov_6.486110,negative,240373,Bacteria
Bacteria_NZ_CP058259_2_length_217999_cov_6.541313,negative,217999,Bacteria
Bacteria_NZ_CP058259_3_length_160593_cov_6.554847,negative,160593,Bacteria
Bacteria_NZ_CP058259_4_length_133884_cov_6.460461,negative,133884,Bacteria
Bacteria_NZ_CP058259_5_length_107704_cov_6.107916,negative,107704,Bacteria
Bacteria_NZ_CP058259_6_length_89099_cov_6.460256,negative,89099,Bacteria
Bacteria_NZ_CP058259_7_length_85048_cov_6.565188,negative,85048,Bacteria
Bacteria_NZ_CP058259_8_length_81632_cov_6.366856,negative,81632,Bacteria
Bacteria_NZ_CP058259_9_length_80907_cov_6.697769,negative,80907,Bacteria
Bacteria_NZ_CP058259_10_length_80127_cov_6.322797,negative,80127,Bacteria
Bacteria_NZ_CP058259_11_length_79385_cov_6.284533,negative,79385,Bacteria
Bacteria_NZ_CP058259_12_length_75902_cov_6.339552,negative,75902,Bacteria
Bacteria_NZ_CP058259_13_length_68504_cov_6.760800,negative,68504,Bacteria
Bacteria_NZ_CP058259_14_length_68129_cov_6.325117,negative,68129,Bacteria
Bacteria_NZ_CP058259_15_length_66748_cov_6.253130,negative,66748,Bacteria
Bacteria_NZ_CP058259_16_length_62020_cov_6.683354,negative,62020,Bacteria
Bacteria_NZ_CP058259_17_length_57589_cov_6.322123,negative,57589,Bacteria
Bacteria_NZ_CP058259_18_length_56723_cov_6.327839,negative,56723,Bacteria
Bacteria_NZ_CP058259_19_length_56694_cov_6.136637,negative,56694,Bacteria
Bacteria_NZ_CP058259_20_length_53077_cov_6.618856,negative,53077,Bacteria
Bacteria_NZ_CP058259_21_length_52751_cov_6.485008,negative,52751,Bacteria
Bacteria_NZ_CP058259_22_length_52014_cov_6.486845,negative,52014,Bacteria
Bacteria_NZ_CP058259_23_length_51932_cov_6.363687,negative,51932,Bacteria
Bacteria_NZ_CP058259_24_length_51751_cov_6.609660,negative,51751,Bacteria
Bacteria_NZ_CP058259_25_length_50211_cov_6.370444,negative,50211,Bacteria
Bacteria_NZ_CP058259_26_length_45735_cov_6.684982,negative,45735,Bacteria
Bacteria_NZ_CP058259_27_length_45306_cov_6.034054,negative,45306,Bacteria
Bacteria_NZ_CP058259_28_length_44803_cov_6.311522,negative,44803,Bacteria
Bacteria_NZ_CP058259_29_length_42999_cov_6.546293,negative,42999,Bacteria
Bacteria_NZ_CP058259_30_length_39999_cov_6.001627,negative,39999,Bacteria
Bacteria_NZ_CP058259_31_length_38490_cov_6.333264,negative,38490,Bacteria
Bacteria_NZ_CP058259_32_length_37807_cov_6.951764,negative,37807,Bacteria
Bacteria_NZ_CP058259_33_length_34914_cov_6.363349,negative,34914,Bacteria
Bacteria_NZ_CP058259_34_length_34892_cov_6.363751,negative,34892,Bacteria
Bacteria_NZ_CP058259_35_length_33980_cov_6.559705,phage,33980,Bacteria
Bacteria_NZ_CP058259_36_length_33669_cov_6.067383,negative,33669,Bacteria
Bacteria_NZ_CP058259_37_length_33393_cov_6.992321,negative,33393,Bacteria
Bacteria_NZ_CP058259_38_length_30138_cov_6.348868,negative,30138,Bacteria
Bacteria_NZ_CP058259_39_length_30039_cov_6.361226,negative,30039,Bacteria
Bacteria_NZ_CP058259_40_length_28041_cov_7.015686,negative,28041,Bacteria
Bacteria_NZ_CP058259_41_length_26422_cov_6.463420,negative,26422,Bacteria
Bacteria_NZ_CP058259_42_length_18819_cov_6.459603,negative,18819,Bacteria
Bacteria_NZ_CP058259_43_length_17948_cov_7.556083,phage,17948,Bacteria
Bacteria_NZ_CP058259_44_length_17408_cov_6.340172,negative,17408,Bacteria
Bacteria_NZ_CP058259_45_length_17332_cov_6.552063,negative,17332,Bacteria
Bacteria_NZ_CP058259_46_length_17153_cov_6.173237,negative,17153,Bacteria
Bacteria_NZ_CP058259_47_length_15431_cov_7.452784,negative,15431,Bacteria
Bacteria_NZ_CP058259_48_length_15238_cov_5.431140,negative,15238,Bacteria
Bacteria_NZ_CP058259_49_length_14182_cov_5.827706,negative,14182,Bacteria
Bacteria_NZ_CP058259_50_length_12845_cov_6.125801,phage,12845,Bacteria
Bacteria_NZ_CP058259_51_length_12068_cov_6.569633,negative,12068,Bacteria
Bacteria_NZ_CP058259_52_length_11755_cov_6.515812,phage,11755,Bacteria
Bacteria_NZ_CP058259_53_length_9834_cov_6.146948,negative,9834,Bacteria
Bacteria_NZ_CP058259_54_length_9544_cov_6.242175,phage,9544,Bacteria
Bacteria_NZ_CP058259_55_length_8797_cov_6.778426,phage,8797,Bacteria
Bacteria_NZ_CP058259_56_length_5700_cov_18.865545,negative,5700,Bacteria
Bacteria_NZ_CP058259_57_length_5617_cov_5.819130,negative,5617,Bacteria
Bacteria_NZ_CP058259_58_length_5097_cov_4.592820,phage,5097,Bacteria
Bacteria_NZ_CP058259_59_length_3914_cov_6.513864,negative,3914,Bacteria
Bacteria_NZ_CP058259_60_length_3739_cov_7.501357,phage,3739,Bacteria
Bacteria_NZ_CP058259_61_length_3510_cov_6.189580,phage,3510,Bacteria
Bacteria_NZ_CP058259_62_length_2754_cov_6.739533,negative,2754,Bacteria
Bacteria_NZ_CP058259_63_length_2740_cov_5.494972,negative,2740,Bacteria
Bacteria_NZ_CP058259_64_length_2579_cov_4.317750,negative,2579,Bacteria
Bacteria_NZ_CP058259_65_length_2525_cov_4.862348,negative,2525,Bacteria
Bacteria_NZ_CP058259_66_length_2135_cov_7.032212,phage,2135,Bacteria
Bacteria_NZ_CP058259_67_length_2052_cov_5.741112,phage,2052,Bacteria
Bacteria_NZ_CP058259_68_length_1827_cov_13.772009,negative,1827,Bacteria
Bacteria_NZ_CP058259_69_length_1468_cov_47.094834,negative,1468,Bacteria
Bacteria_NZ_CP058259_70_length_1438_cov_4.807664,phage,1438,Bacteria
Bacteria_NZ_CP058259_71_length_1136_cov_9.735430,negative,1136,Bacteria
Bacteria_NZ_CP058259_72_length_1037_cov_9.244399,phage,1037,Bacteria
Bacteria_NZ_CP059603_1_length_577975_cov_51.144262,negative,577975,Bacteria
Bacteria_NZ_CP059603_2_length_290172_cov_53.334844,negative,290172,Bacteria
Bacteria_NZ_CP059603_3_length_248396_cov_44.832843,negative,248396,Bacteria
Bacteria_NZ_CP059603_4_length_205519_cov_54.989745,negative,205519,Bacteria
Bacteria_NZ_CP059603_5_length_141192_cov_49.433168,negative,141192,Bacteria
Bacteria_NZ_CP059603_6_length_133148_cov_45.902880,negative,133148,Bacteria
Bacteria_NZ_CP059603_7_length_129784_cov_50.944615,negative,129784,Bacteria
Bacteria_NZ_CP059603_8_length_119750_cov_51.293605,negative,119750,Bacteria
Bacteria_NZ_CP059603_9_length_110956_cov_51.895231,negative,110956,Bacteria
Bacteria_NZ_CP059603_10_length_90179_cov_58.829158,negative,90179,Bacteria
Bacteria_NZ_CP059603_11_length_88429_cov_46.337486,negative,88429,Bacteria
Bacteria_NZ_CP059603_12_length_70595_cov_67.735866,negative,70595,Bacteria
Bacteria_NZ_CP059603_13_length_55969_cov_74.310173,negative,55969,Bacteria
Bacteria_NZ_CP059603_14_length_42632_cov_44.518449,phage,42632,Bacteria
Bacteria_NZ_CP059603_15_length_40747_cov_44.977367,negative,40747,Bacteria
Bacteria_NZ_CP059603_16_length_40482_cov_42.930616,negative,40482,Bacteria
Bacteria_NZ_CP059603_17_length_34380_cov_45.434814,negative,34380,Bacteria
Bacteria_NZ_CP059603_18_length_28910_cov_44.157061,phage,28910,Bacteria
Bacteria_NZ_CP059603_19_length_6393_cov_46.198170,negative,6393,Bacteria
Bacteria_NZ_CP059603_20_length_6140_cov_44.681348,negative,6140,Bacteria
Bacteria_NZ_CP059603_21_length_4854_cov_92.492186,phage,4854,Bacteria
Bacteria_NZ_CP059603_22_length_3519_cov_281.670612,negative,3519,Bacteria
Bacteria_NZ_CP059603_23_length_3221_cov_261.854706,negative,3221,Bacteria
Bacteria_NZ_CP059603_24_length_2132_cov_271.097256,negative,2132,Bacteria
Bacteria_NZ_CP059603_25_length_2007_cov_87.590676,phage,2007,Bacteria
Bacteria_NZ_CP059603_26_length_1839_cov_262.747758,negative,1839,Bacteria
Bacteria_NZ_CP059603_27_length_1492_cov_89.808629,phage,1492,Bacteria
Bacteria_NZ_CP060192_1_length_669138_cov_117.569890,negative,669138,Bacteria
